username,timestamp,likes,video_url,content,sentiment
@_youngkayne,24-06-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,tunhien thấy bả đi t mắc cừi bây oi🤣🤣,POS
@mazada0309,03-06-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,Sao chị hổng nhảy giống anh Bỉn vậy 🥲,POS
@duynam_matnick3,28-06-2025,1,https://www.tiktok.com/@_hamykk/video/7525791049030110484,😂😂😏😳,POS
@luu.hl5,06-06-2025,1,https://www.tiktok.com/@_hamykk/video/7525791049030110484,😂,POS
@hong.nho009,07-07-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,🥰,POS
@tunganh71622,14-07-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,🥰🥰🥰,POS
@duyanhdya,27-05-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,🤣🤣🤣,POS
@panhluniumn,13-05-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,:)),POS
@phuong_thao325,15-05-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,😂😂😂,POS
@chu0t1272003,20-06-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,😂😂😂,POS
@kimanhdangyeunhat1,17-06-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,🥰,POS
@ti.chnh62,05-07-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,😳😳,POS
@nguyen_thuan96,19-07-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,😁😁😁,POS
@h.a.u678,02-07-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,😍😍😍,POS
@truong.ngueyn.vn999,17-07-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,💐💐💐,POS
@chung.soz,09-06-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,🥰🥰🥰,POS
@nyuyenlieu15.3,12-06-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,,POS
@qunphan600,18-07-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,,POS
@hieunobi40,28-06-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,😁😁😁,POS
@khongthichnoinhieu02,15-05-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,🤣🤣🤣,POS
@player_jr0906,28-06-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,🙂🙂,POS
@khoi19tuoii,21-05-2025,0,https://www.tiktok.com/@_hamykk/video/7525791049030110484,😂,POS
@_mht10,21-06-2025,30800,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,vắt cực khô Tiếng Việt:)),NEG
@nguyenkhoi2k11,07-05-2025,12500,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Bán em cho dừa nhưng ko có dừa nha,POS
@thanthuan.quang,05-06-2025,1782,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,ở bến tre cơm dừa còn gọi là cái dừa,POS
@sag6679,26-07-2025,99,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,NHÌN TÊN TOI NÈ MN☝️,POS
@bo.ngau.nhat.tg,06-05-2025,3570,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,90% cơ thể ông này là contenr,NEU
@hlinhbee_pause,24-06-2025,785,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,cha cũng dừa dừa thoi cha ơi 🥰,POS
@richhhhh0999,05-05-2025,196,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Yad đúng ngôn ngữ việt nam r :))),POS
@kns..ht,17-06-2025,114,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,khách hàng khổ nhất thế giới,POS
@user98166731_,09-05-2025,164,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,more I hear vietnamese and more I know it will be difficult to learn 😓,NEG
@huukha0109,04-07-2025,30,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,"dù đây là clip vui nhưng mình xin chia sẻ câu chuyện thật của mình, vì mình vẫn còn khá bàng hoàng và bây giờ vẫn còn khá hoảng sợ. Hôm đó mình cũng ngồi học bài như bình thường, xong bỗng nhiên không hiểu sao đầu mình cảm thấy hơi đau một nửa bên phải, mình cố gắng trấn an là không sao và tiếp tục ngồi học. Nhưng cố gắng thêm được một lúc thì mình lại đau cả đầu và phần lưng, rồi bỗng nhiên lưng mình mọc ra 6 cánh và đầu mình phát ra hào quang xong mình biến thành Lauriel cân 4 đứa trong trụ🥰",POS
@nguyen.1.3.6.8,02-06-2025,41,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,nước ngoài coi clip này khóc thét 😅,POS
@k.iu.nhy.tpn,15-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,cho t gọi cơm dừa là cái dừa mà=)nghệ cơm dừa thấy bộ v đúng mà=),NEU
@m.tkiew35,16-05-2025,17,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,ủa ôg này phải lọ thánh chí tôn k s nhìn mặt giống v,POS
@chicococotrachanh,15-06-2025,3391,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Anh dừa phải thôi nha 😂,POS
@bocapt11_18,19-05-2025,15,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,"biết sao dừa còn 1 đống
rồi đó cha",NEG
@quc.tn914,19-07-2025,94,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,quán có tâmm ôn ahh,POS
@iam.bic.traw_,03-06-2025,24,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bt sao còn 1 đống dừa luôn,NEU
@trieuvanphu666,17-06-2025,40,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,ẻm về nói với ba mẹ mà ko ai tin,NEU
@j.zy_08,26-07-2025,643,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,nay mượn cái sạp dừa của ai z cha🤗,POS
@darkomen_vlr,01-06-2025,26,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,"nhìn đi khéo ổng đeo tất xanh á, bán vì đam mê",NEG
@user7748810100251,07-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,mua cơm dừa mà ko lấy dừa😂,POS
@viethung858,06-06-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,mua trái dừa mà áp lực quá 😂,POS
@phanthidiem01,09-05-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Dừa nước là pai có nước,NEU
@binx2806,24-05-2025,13,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,cậu bảy quận ba ơi e fan a a làm clip hay á e ủng hộ nè😆,POS
@nhutran98091,11-07-2025,16,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,người nước ngoài học tiếng Việt xem clip này chắc đái ra máu,NEG
@l.anh289,06-05-2025,21,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,ổng ko bao h hết conten ( kh bít ghi chữ conten ghi đại),NEG
@uyntrn1749,10-05-2025,31,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Bán dậy hèn chi còn 1 đống đó anh🤣,POS
@khnah.nguynee94,08-06-2025,45,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,E thấy a rất dừa cơm,POS
@lenam2705,12-05-2025,76,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,rồi không biết bán nước dừa hay bán cơm dừa anh,POS
@accfaybuc,06-07-2025,14,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,em dừa tới nè anh,POS
@rukakurayami_viet,26-05-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Nói xong t dell hiểu,NEG
@dora7303,25-07-2025,21,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,biết sao sáng giờ bán mà còn 1 đống dừa,NEG
@ch.t4828,19-06-2025,13,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,ah dừa dừa phải phải thôi chứ 😅,POS
@sugn.suns,07-06-2025,20,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,không thể thanh tịnh nổi,NEG
@user5c40wcqhbw,13-07-2025,25,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Video đúng sáng tạo luôn đó nha,POS
@nhat7300,24-07-2025,39,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Cười ỉa chảy luôn,POS
@.nguyen.vy2104,05-06-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,nhìn giống ông cảnh sát trong squid game a 😅,POS
@tkim._.24th1,01-07-2025,13,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,tưởng Pháp Kiều 😻,POS
@huyenthoai6914,02-06-2025,14,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,ghệ hả 😂,POS
@vankhanh23124,25-06-2025,102,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,T cười văng bướm,POS
@kudoskibidi_242,17-06-2025,21,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bán em ly nước dừa tắc ko dừa ko tắc🥰🥰🥰,POS
@dolia_lq_accphu,13-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Ổng ở đâu mà cơm dừa gọi bắc vs nam ké nhau zữ zị:)🥰,POS
@vandinh_08.06,20-06-2025,12,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,cho e mua dừa lòng lấy lòng bỏ dừa đi ah;),POS
@khanhlifearoundus95,04-05-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Kế bên cạnh có bà bán dao chặt dừa nữa là vừa lòng t luôn,NEG
@chanhan43,15-07-2025,28,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bán ế quá hà,POS
@hieu_biet_nong_can,17-07-2025,13,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bài này có trong đề thi tiếng việt 9.0 ko🥺,POS
@duu.lm.mmo,06-06-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,vắt cực khô Tiếng Việt:)),NEG
@ryan_vuu,10-05-2025,13,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,dễ thuong vậy tr =))),POS
@camchuche20,06-06-2025,17,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,ở miền tây cơm dừa là phần thịt trong trái dừa đấy ạ.,NEU
@yenne159,10-06-2025,33,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,mua trái dừa mà khó quá,NEU
@tkaming_,09-05-2025,24,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Cha cũng dừa dừa th cha😭,NEG
@natsumi_ngoc,04-07-2025,14,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,dừa phải thôi a à 😅,POS
@n.khanh610,19-07-2025,13,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Đoạn cuối tưởng nhét nguyên bộ lòng lợn vào trong quả dừa :))),NEG
@buffet_annhien119k_1985,25-06-2025,17,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,em dừa dừa thôi nghe 🤣🤣,POS
@nb_10202005,05-07-2025,68,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,dừa l á cha,POS
@nhatidi2023,28-05-2025,13,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bữa nay bán được hok ní,NEU
@user7443267005020,04-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Ủa dừa nước ăn mà,NEU
@nguyen.thin.kim290315,24-07-2025,18,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Hình như 2 ổng bả là ny của nhau (suy nghĩ riêng) 😁,POS
@mikasa.miku.123,12-06-2025,22,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Dừa lòng;))🤡,POS
@duasap_aviation,25-05-2025,15,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,"Ê cha nội, hơi ấy nha…",POS
@sulee377,14-07-2025,5,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,lấy tui trái dừa lấy vỏ dừa thôi k lấy cơm dừa không lấy nước nha. 😉,POS
@xuttoanxit,25-07-2025,12,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Dừa lòng phải cho lòng lợn vô trong trái dừa :)),POS
@nnu_791,11-05-2025,32,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,dừa dừa th anh em cười ná thở r đó,POS
@nh.ming,24-06-2025,25,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Mới đầu tưởng Jun-ho 🥰,POS
@nguyenlam_2013,06-05-2025,13,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,video này thật là dừa,POS
@retep0_1,06-06-2025,15,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Biết sao còn một đống rồi đó 😂😂😂,POS
@tachtra_,02-05-2025,13,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,vậy dừa lòng em chưa,POS
@k.hoa_1,03-07-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,tt acc khỏe,POS
@sple_luv2304,26-05-2025,18,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,cho em trái dừa có nước dừa tran với cơm dừa mà còn nguyên trái dừa nha a🥰,POS
@tuankiet_287,23-07-2025,4,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bán cho em dừa nước mà nước trong dừa nó dừa dừa thoi nha anh,NEU
@nmhllh210103,08-07-2025,85,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,"bán em 1 trái dừa ko cơm, ko nước, chỉ lấy nước và cơm dừa thui",POS
@ng.t.k03,21-05-2025,13,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Hài😂,POS
@changsuytu23,18-05-2025,12,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,uống dừa dứa bao ngon,POS
@cngsenpai1,18-06-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,xin địa chỉ quán,NEU
@kemnhonhoa,18-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,lấy cho em cơm dừa ko có dừa nha.,POS
@userth7g6eww90,01-07-2025,13,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,đúng nghĩa là có thật,POS
@v0h0angquan99,07-05-2025,15,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,biết sao bán ế r đó 🤣,POS
@ntth0802,05-05-2025,18,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,biểu s quán còn đầy dừa🤣,POS
@b.ton610,11-06-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Rất thích ăn cơm dừa mà không có 😌,POS
@ngdep.bixau2,21-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,ăn cơm dừa lấy cơm không lấy dừa ☺️☺️,POS
@ttom2256ve8,25-06-2025,13,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,k bao h hết còn ten:)),NEG
@trong.sang07,25-05-2025,5,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,a biết vụ ttker Hà lít ko ạ 🙃 a dừa dừa thôi nha,NEU
@luckydragon696,11-06-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Bà ưi. Cơm dừa rõ ràng thế r còn cứ hỏi hoài lấy cơm là s,NEG
@mnht0911,19-06-2025,33,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bán em cơm dừa ko cơm ko dừa,POS
@lonrung_4126tc,12-05-2025,6,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,dừa tắc của e là dừa vắt tắc vào á😔,NEG
@luyotpquadi,13-06-2025,46,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,sớm neee,POS
@useri0s1g2242m,27-06-2025,8,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,thêm dừa sáp đi a,POS
@khang.trn9823,07-05-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,dừa dứa th 😆😆😆😆,POS
@kieumy1604,22-07-2025,15,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,gặp tuii hướng nội ít nói chắc nói đc câu đầu là đi về r đó 😆😆,POS
@huynh.anh.khoa66,02-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,vô quán bán dừa cây mưa dừa nước:)),POS
@heyyy_lynnn,09-06-2025,21,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,This is too funny! 😂,POS
@hungta011,27-05-2025,20,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Anh bán dừa giống chatgpt lúc ko load memory,NEG
@jennifer.ton,20-07-2025,23,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,anh dừa dừa thôi nha anh 🤣,POS
@tranquocsinh_,22-06-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,in khang,NEU
@letuankhangww,13-05-2025,6,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,cơm dừa là cái dừa á 🤣,POS
@phamduyhai27,24-07-2025,15,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,lấy em trái dừa sáp ko lấy dừa🤣,POS
@tlmsx206,16-07-2025,12,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,ông cx dừa dừa th 3,POS
@_1289561,11-06-2025,12,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Còn ai thức ko,POS
@tho.haynhay,26-05-2025,12,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bán em trái dừa ko có dừa :))) mong anh rep em ạ,POS
@k.tin.bc,20-06-2025,12,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Da chủ shop trộm vía quá,NEG
@nganh706,09-07-2025,12,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Khi ba mẹ mk bán dừa và mk học theo anh này và cái kết..,POS
@_le.bih32,07-07-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bán em trái dừa mà có vàng ở trỏng nha,POS
@quinguyen1997,05-06-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,hỏi mộng dừa ổng đưa cái dì ta,POS
@ngn.nguyn1751,20-06-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,49 gặp 500,POS
@tongdaivuive,25-06-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,tưởng lòng xe điếu💀,NEG
@muoine1808,28-06-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Tưởng lấy bộ lòng heo bỏ vô trái dừa =)),POS
@huynhdung6356,28-06-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,đề thi môn ngoại ngữ 2025,NEU
@ngocly151008,26-05-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,"cho hỏi tế nhị xíu,chớ shop bán mấy ngày thì đc 1 trái vậy?",NEG
@nan7897b,21-05-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,hết cứu,POS
@theevinh.0911,09-05-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,có thạch dừa k anh,POS
@dungdayne8888,02-05-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Hiểu tiếng Việt kiểu mới 🤣,POS
@c.phm.nh,02-05-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,dừa lòng là phải trong trái dừa có lòng lợn hay gì đó chứ nhỉ,NEG
@vanhoag1,18-07-2025,11,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Khó chệu vô cùng,NEG
@docbuoc618,07-05-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,hết nói luôn,POS
@bangdi_tran,17-05-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Hay v ta 😁,POS
@uiuiauiuiauia,01-07-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,K bt là kiếm khách hay đuổi khách nữa,NEG
@landinh275,27-05-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Ông này bán dừa thập cẩm hả 😂,POS
@minhdung0201,11-06-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Bán cho e trái dừa nhưng e nợ đến lúc a đi nhé,POS
@thanglawin,11-05-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Ông này có họ hàng gì với Bs Trương An ko 😳,POS
@ckiuiemdieulinhh,23-05-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Bực thay con bé😆😆,POS
@huynhtuong1ww,01-07-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,E trai cho a trái dừa bình thường với 😂,POS
@bo.gia9572,06-06-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,ns ch nghe hài qaa😂,POS
@caohuy968,22-06-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Hợp lý:),POS
@btyytafffff,07-05-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,tự vận hôm nay là gì ?,NEU
@tnopro80,18-07-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Rối loạn ngôn ngữ luôn🥺,POS
@chopshopnailz,13-07-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Tiếng việt khổ nhất thế giới,NEG
@bun.au.mam.tom.ai,22-06-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Đỉnh,POS
@nltl.081118,18-05-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,"thật sự là ông này k bao h hết content hả tr, vid nào cx hay:)))",NEG
@hnthach20,16-05-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,chịu,POS
@nnbt_26.07_,28-05-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bây ơi mới đầu nhìn ra pháp kiều:))),POS
@ankito66,01-06-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,tôi thấy hài lòng 😂,POS
@kutchoscute,12-05-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,làm sao cũng ko chịu hết z,POS
@dtn0501,09-07-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Cà chớn thiệt chứ :))),NEG
@tynhi125,12-07-2025,10,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,sớm,POS
@l.hnh778,03-07-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bán có tâm vậy mà,POS
@thaionhat0,26-06-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Ai bán dừa ko 😂,POS
@lugaming.02,26-05-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Chiều khách hàng nhất rồi 😂😂,POS
@cuongthinh9379,08-07-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Dễ thương quá 🎁🎄🥰😍,POS
@mynguyen.602,27-07-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,con trai sao mà giỏi dữ dăng,POS
@bihuynhroblox1,02-05-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,rồi là sao nữa :),POS
@tui.l.con.trai.nha,12-05-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,ê nha ê nha,POS
@phuongnguyen6725,10-05-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,kết thúc từ lúc dừa tực chặt 🤣🤣,POS
@rongchetvang,04-05-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Anh ơi em xem mà đau tim quá ạ 😂🤣🤣🤣,POS
@jynxsele,08-06-2025,4,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bán em cái dừa với mộng dừa đi anh=),POS
@chery_15060,27-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Tội cj kia v😇,POS
@yjc14121412,05-06-2025,1,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,nét giống pháp kiều,POS
@say.wedot,20-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,khách khổ nhất VN,POS
@tnam4821,11-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,ôg này hog bao h hết content ha=)),POS
@thichdicau06,25-05-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,quá trời quá đất 😂,POS
@jaha6174,28-06-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,người bắc gặp người nam:))),POS
@buhmalo432,12-06-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,nghe xong quên tiếng mẹ đẻ,NEG
@khoalongxuyen,15-06-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Đúng nghĩa Content không giới hạn😂,POS
@nguyn.hu.trng807,09-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,từ ngữ việt nam rất là phong phú😂😂😂,POS
@sed18464,10-05-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,A diễn hay quá,POS
@hungpham123455,27-06-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Từ vựng của nay là gì,POS
@bongjuu588,08-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,video hay quá,POS
@thnh.pht.tuyn.dng,06-06-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Cha này hài 😂😂,POS
@cau.ba.nho.xiu,13-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,dừa lòng ta lắm 😅😅,POS
@anhthuw28_4,18-05-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,cách đuổi khách nhanh nhất 😂😂😂,POS
@qutrang97,22-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Ê sao giờ t mới thấy clip này,POS
@vykhanh0748,27-06-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,con thư đây chứ đâu,POS
@huang8118,17-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Còn nhãn lồng thì sao ạ,NEU
@thien.ko.phi.l.th,16-07-2025,0,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,eman,NEU
@heunkoo_,27-06-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,tự nhiên t thấy tiếng việt phức tạp 🤡,POS
@lamomc,07-07-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Chiều khách cở đó mà còn k mua,NEG
@hdksg3bdjt,03-06-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,ra đường nể mỗi ông này😂,NEU
@huy_18012004,14-05-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Chìu khách số 1,POS
@zthie_ee,20-06-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,cho em nước dừa kh dừa,NEG
@trththnga,01-07-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,cười muốn chớt,POS
@ntnhuong222,24-05-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Có ai bt nick chị này hog mê quá🥺,POS
@lee_junyoung.22.01.97,14-06-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,nhìn anh này giống wi ha joon,NEG
@khwng.linie,21-05-2025,9,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,Sao bà này giống đứa bé 222 thế nhờ,NEU
@user8511575605525,24-06-2025,8,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bất lực😂,POS
@thanhtu19941,16-05-2025,8,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,chán cha này dữ 🤣🤣🤣,POS
@huongtramdetguongquaa,16-06-2025,8,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,anh biết bán k?,POS
@yiyi_handoi,15-07-2025,8,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,bán kiểu này tốn khách lắm nha anh,NEG
@anhthu.truong2,02-07-2025,8,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,quạo thiệt chứ😆😆😆,POS
@lothanhchiton008,04-05-2025,8,https://www.tiktok.com/@namanhvt11/video/7526117151846059272,khó thế cg nghĩ ra 😅,POS
