username,avatar_url,content,likes,timestamp,parent_comment,video_url
@khoadang190989,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7219675280627990554~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7fa1bf56&x-expires=1753606800&x-signature=z5jtl7yosrN2OCG8Ebm6MqAmTpY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ăn thái kìa chứ cam thì.. 😂,1.0,,,https://www.tiktok.com/@fptplay.bongdaviet/video/7529919769198267655
@ngochoang1124,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1991e15b112556e095d451d94e71de81~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=52ad92db&x-expires=1753606800&x-signature=QArE0gAlQQ%2BzKTm6jmVxrkyMxeY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nói thật chứ đá quài đất nước ngta cũng lên trình chứ mà mấy bố cứ chê. Như VN mình cũng hoà - thắng mấy đội lớn Châu Á đấy thôi,1.0,,,https://www.tiktok.com/@fptplay.bongdaviet/video/7529919769198267655
@lonjsnnsn,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/743f44058130a1eeb02510b7d3c803c6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a89b8726&x-expires=1753606800&x-signature=NZaFQV02chSa0RCwgDMN9esVP70%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Rona đình bắc,0.0,,,https://www.tiktok.com/@fptplay.bongdaviet/video/7529919769198267655
@phamducdai0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/756ff22548430c53e923205fd500f1de~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b9202e35&x-expires=1753606800&x-signature=9yWhhlYGwsV%2FuXB2GU1nJNsOg0U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,chịu mấy ông thua cũng nói thắng cũng nói,21.0,,,https://www.tiktok.com/@fptplay.bongdaviet/video/7529919769198267655
@phillip.d_2025,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9652ebc5e768356e173bc96680eaf586~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=62d6ace7&x-expires=1753606800&x-signature=ccZrodEd1jvM5ymivoA%2F6t1tDQU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Xem quả này lại nhớ đến Nhâm Mạnh Dũng,15.0,,,https://www.tiktok.com/@fptplay.bongdaviet/video/7529919769198267655
@s.vit934,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/62f91d568ed4872ecad4a638c20bd533~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c4dcae02&x-expires=1753606800&x-signature=mqp1FkqQrWux8Ihjy%2FzgfqUa2AE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Phải công nhận Đình Bắc vào sân cái thấy trình độ khác biệt thật,0.0,,,https://www.tiktok.com/@fptplay.bongdaviet/video/7529919769198267655
@ng.thit2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/16a32ef72bd61fc853919bdcfeeddedb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5782e5d5&x-expires=1753606800&x-signature=lR01w1m0EaMsxVQM9zq0fVrI7wI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,giải bóng gì ko thấy ai koi,2.0,,,https://www.tiktok.com/@fptplay.bongdaviet/video/7529919769198267655
@gachoi.com,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/b423e8a76e39494879d1a181177dd18c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d27c27d8&x-expires=1753606800&x-signature=qqemMEazm9ap5sfOXSl5YJCt8oo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,trình VN giờ đá lào với Campuchia là OK roii,5.0,,,https://www.tiktok.com/@fptplay.bongdaviet/video/7529919769198267655
@userhomzzgkyhl,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5acb78cdf14730d3ae0fc86b497b829f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1e888305&x-expires=1753606800&x-signature=Y8chy7Auj1FaTEq%2FVpmRKerMRPk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Kiểu này sao đá nổi với indo,0.0,,,https://www.tiktok.com/@fptplay.bongdaviet/video/7529919769198267655
@vuhung18,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e9c0ab9e00108cb557cfed352637a8fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9681d947&x-expires=1753606800&x-signature=dJdEaCi2eXTlob6QdhZ3jjuOGnI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Siuuuuu🥰🥰,1.0,,,https://www.tiktok.com/@fptplay.bongdaviet/video/7529919769198267655
@drakenn235,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7f2da7fcb7211f266693f21915d4e741~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cd69d61e&x-expires=1753606800&x-signature=sZxS%2Fo70Tvd%2Fh8Qk1qQzILZpRk8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,th đình bắc chuyên gia chuyền sửa lưng 🥶,45.0,,,https://www.tiktok.com/@fptplay.bongdaviet/video/7529919769198267655
@dy54kkw99o85,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7334491403625431042~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f41cb6dd&x-expires=1753606800&x-signature=qfRXesZNFXO9e%2F0OZRyb1npPcNU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Cam tuy thua nhưng họ đã gần ngang ngữa với Việt nam..chứng tỏ đội tuyển nhà không tiến bộ lắm..,1.0,,,https://www.tiktok.com/@fptplay.bongdaviet/video/7529919769198267655
@ducvuong_tayga,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3776fb4ab268f13d653d0dc86f1d0a7a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=df241e55&x-expires=1753606800&x-signature=sioBBCTVglPcAjTuCZzP9PmHO9o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Bệnh nguôi sao có thể chữa! Nhưng tố chất của ngôi sao ko phải cầu thủ nào cố gắng cũng có được! Mình vẫn thích em ấy 🥰,2.0,,,https://www.tiktok.com/@fptplay.bongdaviet/video/7529919769198267655
@caubehaysuy290525,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/93da814f720ec3ea180919696fbdc16b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=241864f6&x-expires=1753606800&x-signature=luBYuXnd6RHYTdqA35mtWOVF49w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,chạy 100 có là gì minhdong chạy bền vs hunter hoài🤣,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@tui.l.k.th.y,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/be95935307ae73e1418e85b42b4ab696~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d4a86860&x-expires=1753606800&x-signature=CbGBYmpy%2BA9qhahqoebUEygPaXc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Dương Domic tướng chạy đã vậy,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@1992quynhjenifer,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c71f1d96a3921872fdaba708a4b76194~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=51a4220e&x-expires=1753606800&x-signature=OcbM51CPaod7CgyXOWbPM74QqhY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Thề luôn . Nhìn 2 em chạy đỉnh của chóp thôi rồi . Chỉ có mê🥰🥰,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@anhlc15,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e10c5ad29182dca4a52f5f0e58494fde~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4d0828b6&x-expires=1753606800&x-signature=MdiCw66z9L9nvJALvzztMI%2F4Qv0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,2 ông này chung đội thì s nhỉ 😏,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@nlinh_008,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5430888d42d12746c1ddd035a3c15114~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cbc3083b&x-expires=1753606800&x-signature=dzGdXrOnqzKkOqOXMMGE2RdqX8A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,xem 2 con người này chạy nhìn thích vai,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@th.vu0103,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/30b74c7f6fad5d1cd8255700c139cb70~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=10c5cf38&x-expires=1753606800&x-signature=mIUlEvvq56Hb5u4BHURP%2B3lUOiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,mà bốc thăm hay chia 2 ông chạy nhanh về 2 đội khác nhau chưa kể ctrinh làm quả đổi đội trưởng cg chí ác biết đội Cam mạnh về team up đội xanh thì lại ko bằng nên đổi Cris qua để đẩy tất cả tv lên 😉,1.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@nividopa_9,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/88b3ed3132aa34ab2960f794239a5d15~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ef0f2e9b&x-expires=1753606800&x-signature=EBMlhHeAbLr8%2FclGEHFKCOEkFG8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"Dương Domic trong Đấu Trường Gia Tốc là thầnn, mê mấy khúc ảnh chạy đua với hunter nhất, đã mắt vãi",0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@lovehieugav,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/612bcd64c375c33fcb96e5654d71c41a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ca113f7d&x-expires=1753606800&x-signature=anpyJEPWR9wU28Ha7UUwWfm5Ux8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Cứ lên sàn là auto thắng,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@zo._.shiii5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/08812ef7a22f65c6aaaff27746520322~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a17303d0&x-expires=1753606800&x-signature=Cb8UEkiGUpdI1KABjbvJt%2FA4NEc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,tại mấy ổng cao 😔,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@kmy_wf,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2df168f937973fb62fa075432163bc1c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7d2640f4&x-expires=1753606800&x-signature=W4wrOcZxn9RN3k3i1oNsHuXVi54%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"vua của 100m, lần nào 2 ảnh cx gia tốc thành công á chènn ( chỉ đoạn 100m nì hoi nho )",0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@captainboyyy43,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2444178d7b13a8ba2dece3baf7cfd118~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2c8209cd&x-expires=1753606800&x-signature=HcCvZUa4ZMt%2FNywYjbkVZ43Cb3Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yêu cầu giảm sức mạnh mấy con tướng này giùm em😭,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@hangrut1808,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/aee38551a0e89977c459991b9094ee20~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=35457976&x-expires=1753606800&x-signature=03vUdcRRzqxX4Q%2BWSLgWiFG61mk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Dương domic tôi yêu em,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@ngn.nek151,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/30e437c6a4597a32cf5ef106e77147e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=85ceaf8b&x-expires=1753606800&x-signature=ImFt0P0iUoIo1g06aW8UjGNLlM4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,+2 máy chạy đến từ Hải Phòng.Dáng Dương lúc chạy đẹp ghia.Mê Dương quá rùiii,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@thuyddadda,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7129821012695285766~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a28e70af&x-expires=1753606800&x-signature=nnm6Hz92FGqHkt7qgQRO2hFk6po%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Con tướng Dương Domic chạy 100m quá mạnh =))),0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@nghan156,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d4d8f19af1c6e2b8d9d966834bc5dc32~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=360634a3&x-expires=1753606800&x-signature=MSaX2EcwLW2u%2BjcDKnZjdnKg77o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Mỗi lần 2 ảnh chạy là t phải WOW lần đó =))),0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@boy.p.zai207,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dc59ad553ff8365fc717881bb7d8ffd9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=67affe95&x-expires=1753606800&x-signature=XCkVWCLOTJmQwYzm5W%2B9lkRV4xE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Dương chạy lẹ vãi😭,1.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@ngi.khng.l09,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5a078592aa981abbac9bed9cc06e84cf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=15644459&x-expires=1753606800&x-signature=2KmMoU3Z8eMEU5rUD%2FPCi7OYN1E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,đẹp traoi,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@songtu95_army_,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6f3ea9d4327f27e50b6c033aa6ea7a51~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4811508e&x-expires=1753606800&x-signature=I%2FOtKKKXL2U9vXZQf%2BwTTY46fO0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Dương chạy cái tướng nhìn đẹp ha,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@lanlan1924,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/11d90fd6846adf087bee02add00db6dc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7ab9b4c1&x-expires=1753606800&x-signature=dLYzo1uEUGowc9d%2BRUcVVdQi65A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,coi ctr này hồi hộp theo từng giây của họ luôn á,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@nguyennhungoc_2k14,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/43719f2929533f4efb1c430199e2f33c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d66f1223&x-expires=1753606800&x-signature=sM4lzSmOMMkknre3p7JuncD5DPc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,tóc minhdong khi chạy toàn bay hết về phía sau,0.0,,,https://www.tiktok.com/@luachonguoitoico/video/7530095729830939911
@user2252301181939,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ce1a646c4d6e482845bf59a5f5d93603~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=34bbd36f&x-expires=1753606800&x-signature=u6PK2APqAyikiEuqgjiLg6uhSNc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,gặp đội cứng cũng không ghi dk b,0.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@nnt.217,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bb98900140da94d473ea2728da94ae7c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fd767723&x-expires=1753606800&x-signature=EdGueYKy41rKvqx6ljQtXTd%2BSo8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,tiền đạo chạy thua thg hậu vệ.mặt dù bỏ nó một đoạn,34.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@honghi669,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1f61d190246b8fb8c9e498cc464e3158~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=62cb085f&x-expires=1753606800&x-signature=mQuar7WwkLu04zIr30o7C9BUdwc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Trung vệ quá xuất sắc,0.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@09nguyen_truong_an09,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/03e25903e6a6afd31ade26a4ae6e622b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6d2ceb8a&x-expires=1753606800&x-signature=N6CllqVZ8gjTv48WrJKRhn0nOHY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Cỡ Tiến Linh à 😅,44.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@haingat,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2c4a1f25c77248fc0c25c14c46cb6f76~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=dbe759b8&x-expires=1753606800&x-signature=XsH%2FqrV%2FfPX91NNy8ELBQiP6LY4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,gặp bru ghi dc 6 bàn cứ ngỡ là thiên tài 🤣,0.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@tuongtt8288,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5e1f4a6cd06b97bf30e45160a5a8cadc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ff5782ab&x-expires=1753606800&x-signature=PkOfdcutkvhh%2BFn7v46H2crJXyw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Năm nay Indonesia dễ vô địch,1.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@user96js4s4z26,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7093183643782217729~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8f1a5b60&x-expires=1753606800&x-signature=ge7fN%2Fz7kfKH00w3HOvIal78m0c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,bắt lạt brunei thôi,0.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@tilm6,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/32c52de605ea60dbfbdc1cc7a66f9640~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=23a5b07b&x-expires=1753606800&x-signature=C3YoWWOsyIm6vmLkEVfhKPtyxyM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Đệ Tiến Linh,0.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@dygzjko5udg3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7332593215884754964~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cc2479a8&x-expires=1753606800&x-signature=%2F9kszOdaYDomnOdYx3MwLZQDe78%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,hi vọng VN mình gặp được Indonesia để biết được thực lực của 2 bên,1.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@thvnk0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bf0bc34cb8d16e48085ca821e299489d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9c522873&x-expires=1753606800&x-signature=vTjDZqtOFFzs80SLDn3tfm7%2FAxk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,sướng thực tai,1.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@toanharrry,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9af3dca86bf3955bf40fc6248335bd97~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=133332d6&x-expires=1753606800&x-signature=aorq9UDcE9V46GrzwqQ3FQn3VmU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,trung vệ quá nhanh chứ chậm j,7.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@user17496235134816,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d8d37c29&x-expires=1753606800&x-signature=884zuwl8Olhh80K74ipeo4BbSbg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,k có hà lan 2 thì vậy thôi,0.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@hieubmt19847,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9e38a27376ce1dc4306fe0f26704028e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1bceaf16&x-expires=1753606800&x-signature=ML0TcCoj4Ga5%2B5rJf8j6C3L0Cvk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nhìn bộ pháp nó chạy là biết trình nó cở nào. Tiền đạo ngoại mà 20t chưa từng 1 lần chơi chuyên nghiệp bên hà lan toàn ngồi dự bị,17.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@brucelee1992,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/46cc11032ca9282d5f47a214bdc31201~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=725d6c52&x-expires=1753606800&x-signature=EhqWmNz79x58ZVxPrKyUwx0dJow%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Ngang hàng với tiền đạo nào đó nhận QBV 😂😂 🤣,3.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@ft2021999,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/69c772fade566241a7c3c1db03d96d8c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f5e2c25d&x-expires=1753606800&x-signature=w7w3Yr0QP%2FH8nnoRO1DQHJ7F4yA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,trận brunei ghi tận 6 bàn😳,0.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@tikay2k1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/94afce6aaaea65ecc8fb52182665a884~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=070b468e&x-expires=1753606800&x-signature=m0wSNGz9JltjW%2BSx5Jlt1hbVne0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Ớ đau quá anh tài ơi 😂😂,0.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@.nhi.tina,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/07c0971021e08dfebe60ec95d38f05c8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2334fd79&x-expires=1753606800&x-signature=zupyoWNTfgTDEziGg1So4WJrlI4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,gặp xuân son là 😏,0.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@vienminh900,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d9df1a12c31932b624bd87b0ffd7fb78~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4b724a81&x-expires=1753606800&x-signature=pooaXwDdfnTzghQ%2FAHU75Nu9n6s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,tiền đạo mang tiếng nhập ngoại🤣,1.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
@khoinguyen12997,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7320550155001233409~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=73804626&x-expires=1753606800&x-signature=lGLinkMHmLrA5JKHbedN74%2BLTcM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"Giấu bài nó khoẻ và nhanh, cẩn thận kho gặp Indo",4.0,,,https://www.tiktok.com/@fptbongda/video/7529549957846535442
