username,avatar_url,content,likes,timestamp,parent_comment,video_url
@jpbeezy?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c2e4fa18fc694d50c56d3c2626824dc3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ecc674d5&x-expires=1755363600&x-signature=4u07SxmJfv%2FvlVDoaBzI1pEaioo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,[photo],8782,7-12,,https://www.tiktok.com/@mikaylaallisonn/video/7525995255351594271
@daniela_castill0?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5f47635fced69fe5b02883bdedcd31d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=aff0bb4a&x-expires=1755363600&x-signature=s%2BW7oLJB8htWyRJOwG%2BMyy0cp00%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,[photo],6209,7-12,,https://www.tiktok.com/@mikaylaallisonn/video/7525995255351594271
@rami.az27?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/440fc002d4d400b1223e9efca3d09699~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6fc8dd49&x-expires=1755363600&x-signature=8KhcDDKauFShkANzFiT%2BtjwhFRg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,um-is that DEW DEW [shock][astonish],76,7-13,,https://www.tiktok.com/@mikaylaallisonn/video/7525995255351594271
@c6roline?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/06e12d822a8fe45301f107f862abb386~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3df25a56&x-expires=1755363600&x-signature=tDcJJfCyHbmvaQT%2BIx8BSc7XlMA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,IS THAT DEW DEW? [shock],8,7-13,,https://www.tiktok.com/@mikaylaallisonn/video/7525995255351594271
@lchutrung556?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4ad352fce6b95dd6953e87c847def94d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=69616785&x-expires=1755363600&x-signature=FlMJ%2Bax58RlvbCQX9%2BylZ9exBxQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Lê tuấn khang ra video mới r,196,7-5,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@melly_.vibes?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ce4b0f74aff7fd19403974e5f3a2dfda~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4c6cb2f5&x-expires=1755363600&x-signature=CzrXXA%2F0n5Xu%2FcZ7ya0fRJ5qBkw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"Chinese is easy
倫- House
又-Table
田- Window
只- Tv
모 -laptop",94,7-15,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@liam_j54?lang=eng,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/4cc6444e74814ecef4b6adffbc56c6a5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8018a6b7&x-expires=1755363600&x-signature=Khv3lRJ%2FaqiqNJG6aU8hXus2Nwc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,I’m not Asian but this song is fire,203,6-25,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@khng.phi.ngi37?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4821175472dfa6ed2be82a1f43383184~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1194b7f6&x-expires=1755363600&x-signature=k37bkOmZ81w%2FCyl%2BGjhLKF6eOHo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Không rep ở lại lớp,320,6-27,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@vanchonguoiayquayve?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2435488d371f0a18e6935fecbb0a12d8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f19b727f&x-expires=1755363600&x-signature=dSIHQmrGo3SzppFmrAXa3lCc%2BU0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nhưng họ có cặp-)),17,6-25,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@accclone963?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bbe7b4ad21f02ddf25c9f5c122c22de6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a46a500f&x-expires=1755363600&x-signature=cPPC2kKSuQun2p%2Fxy8TufWs6CCY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,đoán vội nét vô kẽ lưới:),25,6-23,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@_ngd15th9?lang=eng,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8d6ed07bbdd504c68c40a6d45751006a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=dba2537e&x-expires=1755363600&x-signature=goVjzMXI%2BkO4HcyggUd%2FLPaYhH0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nghệ cả vườn,17,6-23,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@hoademonvn_gdvn?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/966a62536d725827270f44bc4c394ff8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9173ff18&x-expires=1755363600&x-signature=th4fHCZ3hrOlYUQ9911gr4uEUhw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,đã thử và mất 4 củ,8,7-12,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@nyomandauh8?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cecbcba396d28f480ca230cbba0c1671~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cbe41673&x-expires=1755363600&x-signature=Xta%2BnZ8CoqBpe2KY%2BCKFCMzaft0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,tutorial please 🙏,2674,6-25,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@h_nhat17?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/04dcd9e9f852492b87c80b4912514bb2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2dbf4076&x-expires=1755363600&x-signature=84GVoCORpyta27XTv%2FeggPHSdlw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ê nhìn ba này quen quen,2,6-25,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@thao_mom_07?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9fdb2e512723e6fa47ed251c55d2110d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=884bad88&x-expires=1755363600&x-signature=kLdPPr%2FW%2F3g3J%2BWhpycxlsOWtJo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,tao để ý mỗi đôi dép bả mang sao mà nó đẹp dữ v ☺️,3,6-23,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@_nqh66_?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0d79d33084b337c8a2a9ba2d6590cddd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e3a85faa&x-expires=1755363600&x-signature=mhdg0PQgrK6ww1JEa73nXH78rn8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,cần ng xem nhật ký,4,6-29,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@dlynn110?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8e24441211afc867e432c91dd7da2ce1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=01571b26&x-expires=1755363600&x-signature=MQMssJXCCOHttc3SO9vmfRDn4NA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Khoang mà ai chỉ cho bả cắt tóc mái dzịi🙂,15,6-23,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@_taokolun_?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2957da0d7caaef76824ebb3b060c5199~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=09399a49&x-expires=1755363600&x-signature=j5sGQkCCQsyF4p3myvQW3D2URXs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nhg ngta có đôi ... :),10,6-24,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@kanh10207?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/aedde2fdd2a92f1fcfc990e1f85d69e4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e124ca1f&x-expires=1755363600&x-signature=tkq0ks8seDw35Nxru5uV2TH%2BV2c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Dễ mà ta t thay quay z suốt,48,6-23,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@nguyennhuhoangtan?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2e159785fdb304a951b13905e8dcdc21~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=894e1e30&x-expires=1755363600&x-signature=kzscvdzQYlFF93mhHnzvt7BwQ9g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,team quay bút cười nhẹ 🤡,27,6-27,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@tnguyn0701?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/da7aaa8e8fa3f999027949b169f144e8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=37d9c350&x-expires=1755363600&x-signature=zO2lUX2Jn7qjT%2F9RhwJXIW%2BKoPM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,cho e hỏi mấy a cj hư mấy cây vợt rồi mới có chình đỉnh cao đến vậy ạ thấy cx ngầu e cx định học thử😆,19,6-23,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@hu_delyeumotai?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7dc49388dc2ac32f99fb95b093848203~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bf4853cd&x-expires=1755363600&x-signature=LeMI%2BEGwDXBQvGu7jgUxNFyzhuM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ê cái mái bả :)),1458,6-23,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@phuongcutii1n?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/01d200a9ba221e2a80496757ba653cda~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cf90cef9&x-expires=1755363600&x-signature=pkzJgLt0a2Voh6IZauCrva8hfZw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,đỉnh qá chị oiii,4123,6-23,,https://www.tiktok.com/@phamquynhhoaa/video/7519074933436058898
@like.if.you.love979?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e0ac54d1da09fb7838484194245f34bb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3d3d8c9c&x-expires=1755363600&x-signature=1li4yuELTFsClGTDsrZN6ZjJFoI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nobody looking at my name🥺,2264,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@mariariaa2?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/050ae26a899be44c051cfa28de3e5a8b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=584d1edb&x-expires=1755363600&x-signature=lHU3QB%2F5IBFvY83Do5e29u02C7c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,feel sad for the ones who nearly made it to the finish line 😭,36K,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@jorgerodriguez95049?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7349632449879965738~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2a0a693a&x-expires=1755363600&x-signature=loLmLh9LyKYfPTIoipRG6KROnDk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,And what they got for winning ?🤔,61,7-11,,https://www.tiktok.com/@redbull/video/7525781895959891222
@nimibutt1234?lang=eng,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/de00346d02897a7e6e0f0047b1293c2f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a92051e3&x-expires=1755363600&x-signature=9kfZNKUTVaJToj22JeFEg0Jau0g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"Muhammad (peace be upon him) cried every night for you.He cried to Allah so Allah will forgive your sins. and he do this for us. islam is the true religion and Allah is the true god, come back to Allah. My Allah forgive our all sins,,,",691,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@.asmirandah?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7315286444564545538~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=dede04c6&x-expires=1755363600&x-signature=41ApR4tNTMcaTTYP13ZBBXKjl7U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Why is no one talking about the police woman who was chasing the two escaped prisoners?👮‍♀️🚨🚲,2135,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@vuly_nguyen?lang=eng,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7074188151069081627~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4b58bd3e&x-expires=1755363600&x-signature=dCbl7aLf4pet61Ivd9sTiMwOY1k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Thi cái này ở VN thì Redbull ko đủ tiền trả 😂,72,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@dun.2k4?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/27d0c7cde7e6d39382f188e3c4a8784c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=14d592aa&x-expires=1755363600&x-signature=Wx6QjHzkq%2FSMozMcl5%2B0IVHdRSU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Thua mấy bà ve chai ở vn,7978,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@maydaal.lps?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e4b2550cf3610fff8823566dab4b31b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9efa76f7&x-expires=1755363600&x-signature=XQZ%2FQPRo9Vmmmk1gqAlIDxC5%2FpQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,red bull indonesia,343,7-13,,https://www.tiktok.com/@redbull/video/7525781895959891222
@melanin_trust?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3ebe02e87274090a2d8ed1ddca74f0b8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=99ddf156&x-expires=1755363600&x-signature=vMuSd0Wai42CyE8QYAkajnhVk3s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,I need a streak partner,47,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@thee.malaika?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/623b29c158fb4c0877307c15b12e7bb8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=425243ac&x-expires=1755363600&x-signature=zX6VbbcU6fhNAeBiGWMrySpxr6g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Guess what my ego thinks,171,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@tduyenxingiu0?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3094a4c35928e96a300e4e11e2717cc7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8b3176ee&x-expires=1755363600&x-signature=lPakkuvEbkC3H4U%2FTriVretwJh0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,đứa nào đi lạc lên xe tao chở về,194,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@cauhai69m1?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/21af2850e429d045e8ff747a9bd16ea3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8dde8db5&x-expires=1755363600&x-signature=g74wD%2FA6xU%2Bq88dJ7YeJNhVMv5w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Thấy dể mà ta . 🤔,14,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@spoiler_04?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6e7ec55d43ab3f6f3084de0f3b754169~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bd2f9445&x-expires=1755363600&x-signature=L4xO6VB2xs2UcW3OkYEgjTvv8%2B8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Ate they intentionally throwing those bikes in the water,889,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@bernie_patz?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b108f26633f4a0222a0b46ffbde05d3e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fcc5692c&x-expires=1755363600&x-signature=eUkYpfL3yqpy%2FfbubC6ip26NBHg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,This seems like fun🤣😂,42,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@rab1779?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6ab8e290b16d34b43c17db5d6262a412~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=988bfa0d&x-expires=1755363600&x-signature=iYk2SGJoPmtHpZBkWMmd9upDxzk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,guess what my ego says,724,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@amar.yasir860?lang=eng,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ed11ad3bfc8021b3a704ac8441456868~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f6f8adab&x-expires=1755363600&x-signature=I2BSUiJvXkDNlyBB8wgMzxfMBcw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,98% very unlucky🙂🙂,6390,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@talboklim0g?lang=eng,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d813aa595d8f689be5b27a5e04e1e02b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=de88a6a9&x-expires=1755363600&x-signature=cv9QxrAaYDx%2BRqMBdKPRBi1nAPg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Мне жалко челов которые пошли на 98-99%😭,41.3K,7-11,,https://www.tiktok.com/@redbull/video/7525781895959891222
@elysun7?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6474f9fc8b70f7dba9f75d0ee5474328~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c84317bf&x-expires=1755363600&x-signature=2ebgkcH%2BlIEL6oG%2BIPrDEVL%2Bkyw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,adivinha o que o meu ego está dizendo...,2547,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@jessyluxurycollection247?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/40d98bbe35a873317f135e0a7a272f74~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=613df059&x-expires=1755363600&x-signature=1gTIqJ2gxtUTaLmzJbp3Jr7B8IY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,🥹🥺 the guys that nearly made it to the finish 😞😞,586,7-13,,https://www.tiktok.com/@redbull/video/7525781895959891222
@gembatoli0?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7765d1f5a6d77701ba60ae817a08f4b3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0e8d24c6&x-expires=1755363600&x-signature=D05WcruuNLp1ezfw2tzME%2FYVCR0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Red Bull really delivered solid entertainment! 😍🍿😁,41,7-12,,https://www.tiktok.com/@redbull/video/7525781895959891222
@illigal78?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e2b5b9919f58df10d4a27f5e4c9bd1db~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cabe14de&x-expires=1755363600&x-signature=lonQ8GPeIQIcYEfHI%2FmfrFxY3%2FQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Drop a heart if you mom is alive ❤️,27K,7-12,,https://www.tiktok.com/@ricoanimations0/video/7525829306556108040
@ko.sai9043?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/213265a32d66b084a46b3707a5bdf94b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6b328f7b&x-expires=1755363600&x-signature=IvfMF%2FmzB4tr77I25k%2F7DYeyFso%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Chinese Justin Bieber 😂,6199,7-12,,https://www.tiktok.com/@ricoanimations0/video/7525829306556108040
@kirubel542?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5ff44b5628b1123f5b028777f6de759d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bea69c10&x-expires=1755363600&x-signature=I0EG1sibSiyrJ2csA86BG9FpNZI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,travis scott chinese 😭😭,2391,7-12,,https://www.tiktok.com/@ricoanimations0/video/7525829306556108040
@jaleelallen6?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/49b3cc7cb5d02d658e84f1ee8fcc607e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f1e58128&x-expires=1755363600&x-signature=XRQsNc3KdltvVEHLUm6%2FIfRl11g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"When the 7 trumpet blows, it's only over for some of you guys, you will not be able to pray, repent, or hide. Once they blow. He will come, Jesus will ask everyone if they spread the gospel. He will know if your lying or not. spread the gospel before it's too late. And if you say you'll do it later, or do it sometimes. That's just the devil trying to pull you away from Jesus and taking over your mind. The devil will do ANYTHING, to pull you away from our lord. from all the Jesus tiktoks, we are trying to warn you guys. No I'm not forcing Christianity on you guys, All we wanted you guys to do is spread the gospel before it's too late, and when you give him the answer he will know if you did or not. God wants us to spread his words and get closer to you. God bless everyone have a good day.",121,7-15,,https://www.tiktok.com/@ricoanimations0/video/7525829306556108040
@rimboon?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8a2d1ab4d91b1aa3dc18938f5c10c9ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3d2385cf&x-expires=1755363600&x-signature=43FK05vuUQ%2FEu7%2BsRoADHL5lq%2Fc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,chai sì tin bị bỏ 🤣🤣,1532,7-12,,https://www.tiktok.com/@ricoanimations0/video/7525829306556108040
@littlefollowerofchrist?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e0abd5a29de152d1f19b3fa42a355a43~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=46cc4421&x-expires=1755363600&x-signature=wVVWsEHwk2UpSIM8iE46BJ402Ks%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Jesus died on the cross for our sins he did something that we didn't or could have done we had feeling he was a human he was scared worried what would happen but he rose from the dead 3 days later we should appreciate what Jesus did for us on the cross so repent from your sins turn your face to God believe in him he is our father he loves everyone equally ( spread the gospel before it's to late) Amen 🙏,2302,7-11,,https://www.tiktok.com/@ricoanimations0/video/7525829306556108040
@_booda_jay_?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b7b91708819ed23faf4af90406d9e0a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d7bb5c5c&x-expires=1755363600&x-signature=TkEMbPaqGK7BLs7i0ZdY%2BbiMdqE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Try it x2 speed😭…do it!,211,7-11,,https://www.tiktok.com/@ricoanimations0/video/7525829306556108040
@hin8565?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/68d74639c77c4ea53e9d8479c1973cc5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ca1ba8f0&x-expires=1755363600&x-signature=7iTvJLagK40BO0qzHr8v6AC1rhg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Ái hờ hờ hê,56,7-13,,https://www.tiktok.com/@ricoanimations0/video/7525829306556108040
@jessia.diva?lang=eng,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2748ebecdb12ab698473a450300aabac~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0f61d7e3&x-expires=1755363600&x-signature=o0bSrzoApcP9WzLxk4WuCECzBfE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,I want to see who's behind Rico animation 😭,65,7-11,,https://www.tiktok.com/@ricoanimations0/video/7525829306556108040
@hloni_52?lang=eng,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/83e2b13fe78d25e5273fb71146a7f1f5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=95a87556&x-expires=1755363600&x-signature=bOyvSawbF2MZZeMqiCV4GX%2B8HsQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Justin Bieber from temu,51.6K,7-11,,https://www.tiktok.com/@ricoanimations0/video/7525829306556108040
